name,address,city,state,stars,phone,wifiScore,outdoorSeating,liveMusic,outlets,veganMilk,food,popularItem,IMG,website
Pourquoi Pas Espresso Bar,1447 Rue Amherst,Montreal,QC,4.5,(445) 4027314,3.44,0,0,0,1,0,Peppermint Mocha,http://dummyimage.com/197x242.jpg/cc0000/ffffff,http://wufoo.com/sed/lacus.json
Cinderbox Cafe,55 Bridge Street,Chester,CHE,4,(239) 5923639,1.46,0,1,1,1,1,Chai Tea Latte,http://dummyimage.com/217x147.png/cc0000/ffffff,http://statcounter.com/ipsum/integer/a/nibh.xml
Green Grotto,3920 Grand Park Drive,Mississauga,ON,3,(655) 2956183,2.56,0,0,1,1,0,Peppermint Mocha,http://dummyimage.com/126x228.jpg/dddddd/000000,http://elpais.com/consequat/lectus/in.png
Starbucks,604 Danforth Ave,Toronto,ON,3,(326) 8359367,1.47,1,1,0,0,1,Vanilla Cappuccino,http://dummyimage.com/104x135.png/dddddd/000000,https://npr.org/odio.jsp
Starbucks,2000 E Edgerton Rd,Broadview Heights,OH,3,(810) 5728100,4.06,1,0,0,0,1,Vanilla Cappuccino,http://dummyimage.com/124x215.png/dddddd/000000,http://slashdot.org/aliquam/lacus.json
Zekes Coffee,6015 Penn Ave,Pittsburgh,PA,4.5,(801) 7567359,3.63,1,1,1,1,1,Vanilla Cappuccino,http://dummyimage.com/191x148.jpg/cc0000/ffffff,http://house.gov/viverra.aspx
Tim Hortons,1493 Finch Avenue W,North York,ON,3,(221) 5658254,1.06,0,1,1,1,0,Chai Tea Latte,http://dummyimage.com/103x165.jpg/cc0000/ffffff,http://economist.com/nunc/proin/at/turpis/a/pede/posuere.json
Weather & Coffee,"3607 East Bell Road, Ste., #1",Phoenix,AZ,4.5,(281) 5264847,4.73,1,1,0,1,1,Nitro Cold Brew,http://dummyimage.com/201x165.jpg/5fa2dd/ffffff,https://spotify.com/pede/venenatis/non.jpg
Dunkin Donuts,3481 S Durango Dr,Las Vegas,NV,2,(625) 9821865,4.91,0,1,1,1,1,Vanilla Cappuccino,http://dummyimage.com/166x131.jpg/dddddd/000000,https://nba.com/sociis/natoque/penatibus/et.jpg
Oscar Coffee & Espresso Bar,2377 Queen Street E,Toronto,ON,4,(256) 5340043,4.12,0,0,1,0,1,Vanilla Cappuccino,http://dummyimage.com/132x240.bmp/cc0000/ffffff,https://yahoo.co.jp/aenean/lectus/pellentesque/eget/nunc.html
DAVIDsTEA,6310 Silver Dart Drive,Mississauga,ON,4.5,(791) 9078221,2.16,1,1,0,1,0,Chai Tea Latte,http://dummyimage.com/221x190.png/5fa2dd/ffffff,http://statcounter.com/luctus/et/ultrices/posuere/cubilia/curae.png
Teazone,"16 Vogell Road, Unit B",Richmond Hill,ON,2,(684) 1874693,2.96,1,0,0,1,1,Nitro Cold Brew,http://dummyimage.com/115x140.bmp/dddddd/000000,https://bandcamp.com/amet/diam.aspx
Wallace Espresso,188 Wallace Avenue,Toronto,ON,5,(942) 6658003,3.07,0,0,1,1,0,Nitro Cold Brew,http://dummyimage.com/144x243.jpg/ff4444/ffffff,http://berkeley.edu/sed/interdum/venenatis/turpis.png
Dunkin Donuts,53 W Garfield Rd,Aurora,OH,3,(204) 5519598,2.21,1,1,0,0,1,Vanilla Cappuccino,http://dummyimage.com/239x148.bmp/ff4444/ffffff,https://shop-pro.jp/nulla/quisque/arcu.json
Krispy Kreme Doughnuts,6626 E Superstition Springs Blvd,Mesa,AZ,3.5,(329) 8355871,1.56,0,0,0,0,0,Chai Tea Latte,http://dummyimage.com/234x241.png/cc0000/ffffff,http://chronoengine.com/eget/vulputate.js
Caf e Bar Bliss,Waiblinger Str. 12,Stuttgart,BW,4,(738) 1391745,2.59,0,1,0,0,0,Peppermint Mocha,http://dummyimage.com/207x148.jpg/5fa2dd/ffffff,https://csmonitor.com/sit/amet/nunc/viverra/dapibus/nulla/suscipit.jpg
Balzacs Coffee Roastery,43 Hanna Avenue,Toronto,ON,3.5,(647) 2366145,1.25,1,0,0,0,1,Vanilla Cappuccino,http://dummyimage.com/109x106.jpg/cc0000/ffffff,http://tmall.com/quam/sollicitudin/vitae.png
Als Donuts,"1220 E Harmon Ave, Ste D",Las Vegas,NV,3.5,(918) 8971118,3.39,0,0,0,1,1,Chai Tea Latte,http://dummyimage.com/188x107.bmp/dddddd/000000,http://weather.com/at.jsp
Dunkin Donuts,1601A W Morehead St,Charlotte,NC,3,(796) 7317531,1.25,0,0,1,1,0,Peppermint Mocha,http://dummyimage.com/144x208.jpg/dddddd/000000,http://newsvine.com/ultrices/enim/lorem/ipsum/dolor/sit.js
Tim Hortons,150 Dupont Street,Toronto,ON,1.5,(345) 4683877,4.01,0,0,0,0,0,Vanilla Cappuccino,http://dummyimage.com/119x126.jpg/dddddd/000000,https://house.gov/lacus/at/velit/vivamus.json
Le Baobab,"4800, rue Wellington",Verdun,QC,4,(722) 6478441,2.75,1,0,1,0,1,Vanilla Cappuccino,http://dummyimage.com/162x166.bmp/cc0000/ffffff,http://t.co/ligula/suspendisse/ornare.jpg
Dunkin Donuts,"5861 W Craig Rd, Ste 101",Las Vegas,NV,2.5,(451) 9149131,4.17,1,0,1,0,0,Peppermint Mocha,http://dummyimage.com/144x207.bmp/ff4444/ffffff,http://opensource.org/accumsan/tortor/quis/turpis/sed.aspx
Caf e Martin,2016 Boulevard Saint-Laurent,Montreal,QC,4,(255) 6768803,3.57,0,0,0,0,1,Peppermint Mocha,http://dummyimage.com/115x186.png/5fa2dd/ffffff,https://skyrock.com/viverra/pede/ac/diam/cras/pellentesque.xml
Dunkin Donuts,E Ray Rd,Gilbert,AZ,2,(762) 3133111,1.42,1,0,0,0,0,Chai Tea Latte,http://dummyimage.com/176x165.jpg/cc0000/ffffff,https://elegantthemes.com/sagittis/sapien/cum/sociis.js
Dunkin Donuts,"17609 Detroit Ave, Unit 1",Lakewood,OH,2.5,(651) 5406933,3.23,1,0,1,1,0,Peppermint Mocha,http://dummyimage.com/180x196.bmp/ff4444/ffffff,https://sun.com/platea/dictumst/aliquam/augue.jpg
Starbucks,"100 Hazel Ln, Ste 160",Sewickley,PA,4,(286) 2860774,2.79,1,1,1,0,0,Chai Tea Latte,http://dummyimage.com/201x122.jpg/5fa2dd/ffffff,http://ibm.com/eleifend.js
Flair,Neuer Markt 1,Leinfelden Echterdingen,BW,4,(189) 4726445,4.65,1,1,0,1,1,Nitro Cold Brew,http://dummyimage.com/214x163.bmp/ff4444/ffffff,http://twitter.com/id/turpis.html
DAVIDsTEA,1 Promenade Circle,Thornhill,ON,4,(222) 3004972,3.12,0,1,0,1,0,Nitro Cold Brew,http://dummyimage.com/195x111.bmp/ff4444/ffffff,https://networksolutions.com/vivamus/tortor.json
Starbucks,4805 Sharon Rd,Charlotte,NC,3.5,(870) 3483358,1.35,1,0,1,1,1,Vanilla Cappuccino,http://dummyimage.com/200x232.png/ff4444/ffffff,http://google.com/morbi/a/ipsum/integer/a/nibh/in.jpg
Caf e Al eatoire,1964 rue Notre-Dame ouest,Montreal,QC,5,(772) 2353977,1.18,1,1,0,1,1,Vanilla Cappuccino,http://dummyimage.com/126x168.jpg/cc0000/ffffff,https://plala.or.jp/a/suscipit/nulla/elit/ac/nulla.jpg
Sunrise Donuts,"725 S Estrella Pkwy, Ste 125",Goodyear,AZ,4.5,(433) 2226367,4.07,0,1,0,1,0,Nitro Cold Brew,http://dummyimage.com/194x188.bmp/5fa2dd/ffffff,http://webnode.com/non/mauris/morbi/non.jsp
Dunkin Donuts,3137 E Cactus Rd,Phoenix,AZ,2.5,(107) 2277317,2.39,0,0,0,1,0,Vanilla Cappuccino,http://dummyimage.com/198x191.bmp/ff4444/ffffff,https://chicagotribune.com/sit/amet/diam/in.png
Coffee Time,1471 Eglinton Ave W,Toronto,ON,2,(397) 9102861,3.67,1,0,1,0,0,Vanilla Cappuccino,http://dummyimage.com/222x199.jpg/5fa2dd/ffffff,http://free.fr/mus/etiam/vel/augue/vestibulum/rutrum.js
Dunkin Donuts,"739 S Gammon Rd, Ste 100",Madison,WI,2.5,(119) 9681568,3.22,1,0,1,0,0,Chai Tea Latte,http://dummyimage.com/227x142.jpg/dddddd/000000,https://dion.ne.jp/ut/rhoncus.png
Cherubini Coffee Co,"1740 E Broadway, Ste 101",Tempe,AZ,4,(462) 3401388,1.1,0,0,1,1,0,Vanilla Cappuccino,http://dummyimage.com/197x183.jpg/ff4444/ffffff,http://skype.com/cras/pellentesque/volutpat/dui.jpg
La Notre Coffee & Donuts,1277 York Mills Road,North York,ON,4.5,(376) 4718396,2.4,1,0,1,1,1,Peppermint Mocha,http://dummyimage.com/135x109.bmp/dddddd/000000,http://psu.edu/sem/mauris/laoreet/ut/rhoncus/aliquet/pulvinar.jpg
Van Houtte,2020 Rue Stanley,Montreal,QC,2.5,(444) 5436726,1.97,0,0,0,0,0,Vanilla Cappuccino,http://dummyimage.com/208x136.bmp/5fa2dd/ffffff,http://about.com/vulputate/luctus.aspx
Coffee Culture Caf e & Eatery,1 Holland Street W,Bradford West Gwillimbury,ON,4.5,(972) 4258621,1.74,0,1,0,0,0,Nitro Cold Brew,http://dummyimage.com/144x151.bmp/ff4444/ffffff,http://businessinsider.com/accumsan/tortor/quis.html
Cafe Jardin,25 Huntriss Row,Scarborough,NYK,4.5,(442) 8866537,2.64,0,0,0,0,0,Nitro Cold Brew,http://dummyimage.com/248x161.png/5fa2dd/ffffff,https://simplemachines.org/vestibulum/eget/vulputate.jsp
Tim Hortons,12 Queens Quay W,Toronto,ON,3,(656) 5213242,4.53,0,0,1,1,0,Chai Tea Latte,http://dummyimage.com/122x126.png/5fa2dd/ffffff,http://whitehouse.gov/purus/sit.jsp
Phoenix Coffee,826 W St Clair Ave,Cleveland,OH,4.5,(192) 6699852,2.16,1,1,1,0,1,Vanilla Cappuccino,http://dummyimage.com/196x238.bmp/dddddd/000000,https://nytimes.com/vestibulum/sagittis/sapien/cum/sociis.json
Holanka Bar im Buchhaus Wittwer,Königstr. 32,Stuttgart,BW,5,(250) 4163616,4.34,0,1,1,0,0,Peppermint Mocha,http://dummyimage.com/186x107.jpg/ff4444/ffffff,https://is.gd/vestibulum.xml
Dunkin Donuts,15091 S Komatke Ln,Laveen,AZ,3,(764) 3812786,2.89,1,1,0,1,0,Nitro Cold Brew,http://dummyimage.com/196x199.jpg/cc0000/ffffff,http://live.com/nec/euismod/scelerisque/quam/turpis/adipiscing/lorem.jpg
Starbucks,1984 Queen Street E,Toronto,ON,3.5,(226) 2716382,4.88,0,1,1,1,0,Nitro Cold Brew,http://dummyimage.com/163x202.png/dddddd/000000,http://wix.com/nisl.json
Aroma Espresso Bar,1800 Sheppard Avenue E,Toronto,ON,3,(732) 2266093,1.37,1,1,0,0,1,Chai Tea Latte,http://dummyimage.com/245x228.bmp/5fa2dd/ffffff,https://utexas.edu/donec/semper/sapien/a/libero/nam.json
Crazy Mocha Coffee,5607 Baum Blvd,Pittsburgh,PA,3.5,(600) 1004035,1.13,1,1,1,1,0,Peppermint Mocha,http://dummyimage.com/178x152.jpg/ff4444/ffffff,https://psu.edu/rutrum/nulla/tellus/in.png
Balzacs Coffee Roastery,789 Yonge Street,Toronto,ON,3.5,(755) 4683197,4.97,0,0,0,0,0,Chai Tea Latte,http://dummyimage.com/235x132.png/cc0000/ffffff,https://blogtalkradio.com/etiam/faucibus.js
Starbucks,4747 E Greenway Rd,Scottsdale,AZ,4,(399) 3519933,4.82,0,0,1,1,0,Peppermint Mocha,http://dummyimage.com/187x221.png/ff4444/ffffff,https://weebly.com/vel/ipsum/praesent.html
Paolos Machine Expresso,4603 Boulevard Saint Laurent,Montreal,QC,4,(359) 5329058,2.55,0,0,1,1,0,Nitro Cold Brew,http://dummyimage.com/219x222.bmp/ff4444/ffffff,http://tripod.com/in/ante.xml
Up The Junction,127 Great Junction Street,Edinburgh,EDH,4.5,(671) 5887425,4.25,1,0,1,0,1,Peppermint Mocha,http://dummyimage.com/242x143.png/ff4444/ffffff,https://answers.com/quam/suspendisse/potenti/nullam.xml
Dunkin Donuts,709 S Kings Dr,Charlotte,NC,2.5,(924) 5029795,3.55,1,0,0,1,0,Nitro Cold Brew,http://dummyimage.com/128x206.bmp/dddddd/000000,http://globo.com/dapibus/at/diam/nam/tristique/tortor.aspx
Dunkin Donuts,22200 Lake Shore Blvd,Euclid,OH,1.5,(820) 7770648,2.99,0,1,0,1,1,Peppermint Mocha,http://dummyimage.com/125x221.bmp/dddddd/000000,https://usda.gov/ut/nunc.js
Dough Baby Bakery,511 State St,Madison,WI,4.5,(767) 8546121,1.84,1,0,1,0,1,Vanilla Cappuccino,http://dummyimage.com/144x242.png/dddddd/000000,https://businesswire.com/parturient.aspx
Krispy Kreme Doughnuts,7055 E Shea Blvd,Scottsdale,AZ,3,(881) 4846376,1.98,1,1,0,0,0,Chai Tea Latte,http://dummyimage.com/113x239.jpg/dddddd/000000,https://baidu.com/rhoncus/aliquet/pulvinar.xml
DAVIDsTEA,424 Bloor Street,Toronto,ON,4,(270) 6061916,4.2,0,1,0,1,1,Vanilla Cappuccino,http://dummyimage.com/136x250.png/dddddd/000000,http://tripadvisor.com/non/quam/nec.jpg
Supercoffee,1148 Weston Road,Toronto,ON,4.5,(374) 7685122,3.49,0,1,0,1,1,Vanilla Cappuccino,http://dummyimage.com/201x124.png/5fa2dd/ffffff,https://kickstarter.com/vulputate/justo/in/blandit/ultrices.json
Wellington Coffee,33A George Street,Edinburgh,EDH,4,(442) 5867834,4.51,0,0,0,1,1,Nitro Cold Brew,http://dummyimage.com/137x151.png/dddddd/000000,http://foxnews.com/dapibus/at/diam.js
Parkcafe,Anlagen 2,Ludwigsburg,BW,1,(938) 4904005,4.27,0,1,0,1,0,Chai Tea Latte,http://dummyimage.com/183x203.bmp/cc0000/ffffff,https://patch.com/elit/proin/risus/praesent.html
Fuel Coffee Bar,12209 Mayfield Rd,Cleveland,OH,4,(264) 7477950,1.52,1,0,1,0,1,Vanilla Cappuccino,http://dummyimage.com/114x240.png/cc0000/ffffff,https://miitbeian.gov.cn/leo.xml
Coletti And Co,55 Lothian Road,Edinburgh,EDH,4.5,(495) 5434253,3.47,1,1,1,1,0,Vanilla Cappuccino,http://dummyimage.com/154x102.png/5fa2dd/ffffff,https://livejournal.com/mi/sit.jsp
Le Petit Caf e de La Taverne Jarry,552 Rue Jarry E,Montreal,QC,3.5,(239) 8798639,2.61,1,1,1,0,0,Vanilla Cappuccino,http://dummyimage.com/133x112.jpg/ff4444/ffffff,https://toplist.cz/curabitur/at/ipsum/ac/tellus/semper/interdum.jsp
Cha Me Cha,"8333 Kennedy Road, Suite 1078",Markham,ON,3,(757) 7892142,4.45,0,0,0,1,1,Chai Tea Latte,http://dummyimage.com/174x244.bmp/ff4444/ffffff,http://ihg.com/ultrices/posuere/cubilia/curae/duis/faucibus/accumsan.html
Dunkin Donuts,1835 S Greenfield Rd,Mesa,AZ,1.5,(110) 1726450,4.11,0,1,0,0,1,Vanilla Cappuccino,http://dummyimage.com/205x231.png/ff4444/ffffff,http://earthlink.net/mus/etiam/vel/augue/vestibulum/rutrum.js
Covernotes,222 Main Street,Newmarket,ON,3.5,(677) 7092027,1.14,1,0,1,0,1,Peppermint Mocha,http://dummyimage.com/226x169.jpg/5fa2dd/ffffff,http://1688.com/rhoncus/mauris/enim/leo/rhoncus/sed/vestibulum.jsp
Dunkin Donuts,10175 Weddington Rd Ext,Concord,NC,3.5,(374) 4070767,4.11,0,1,1,1,1,Nitro Cold Brew,http://dummyimage.com/200x136.jpg/5fa2dd/ffffff,http://live.com/tincidunt/nulla/mollis.aspx
Dunkin Donuts,2105 S Alma School Rd,Chandler,AZ,2.5,(745) 6020369,4.57,0,0,1,0,1,Chai Tea Latte,http://dummyimage.com/170x115.png/cc0000/ffffff,http://mtv.com/vitae/nisi/nam/ultrices.js
Dunkin Donuts,13953 W Waddell Rd,Surprise,AZ,2,(622) 5896968,2.92,0,0,1,0,1,Nitro Cold Brew,http://dummyimage.com/134x234.bmp/cc0000/ffffff,http://yellowpages.com/sed/interdum/venenatis/turpis/enim/blandit.js
Tim Hortons,210 Wanless Drive,Brampton,ON,2.5,(924) 4583689,3.22,0,1,1,0,0,Peppermint Mocha,http://dummyimage.com/178x203.bmp/ff4444/ffffff,http://vk.com/interdum/mauris/ullamcorper/purus/sit/amet/nulla.js
Chess House Cafe,"6430 W Lake Mead, Ste 160",Las Vegas,NV,4.5,(903) 4453052,1.28,1,1,0,0,0,Chai Tea Latte,http://dummyimage.com/239x155.bmp/cc0000/ffffff,http://dropbox.com/luctus/tincidunt/nulla/mollis/molestie.jpg
Dunkin Donuts,"9940 W Happy Valley Rd, Ste 1080",Peoria,AZ,2,(647) 4974419,3.66,0,1,0,1,1,Peppermint Mocha,http://dummyimage.com/106x166.bmp/ff4444/ffffff,https://aboutads.info/purus/eu/magna/vulputate/luctus.json
Bobo Tea & Juice,62 Fort York Boulevard,Toronto,ON,4.5,(632) 1795320,1.39,0,0,1,0,0,Vanilla Cappuccino,http://dummyimage.com/109x204.jpg/5fa2dd/ffffff,https://phoca.cz/duis/consequat.aspx
Dunkin Donuts,8334 Pineville Matthews Rd,Pineville,NC,3.5,(758) 1423767,1.28,1,1,1,1,0,Peppermint Mocha,http://dummyimage.com/124x225.png/dddddd/000000,http://163.com/amet/turpis/elementum.js
DAVIDsTEA,2901 Bayview Avenue N,Toronto,ON,3.5,(556) 6814312,4.24,0,1,0,1,0,Nitro Cold Brew,http://dummyimage.com/163x131.png/5fa2dd/ffffff,http://google.nl/lorem/quisque/ut/erat/curabitur/gravida/nisi.png
Dunkin Donuts,6317 Pearl Rd,Parma Heights,OH,2,(482) 9133287,2.21,1,0,0,1,0,Peppermint Mocha,http://dummyimage.com/181x167.bmp/5fa2dd/ffffff,https://wunderground.com/suspendisse/potenti/cras.jpg
Starbucks,2153 Ste-Catherine O,Montreal,QC,4,(828) 2889993,3.08,1,1,1,1,0,Nitro Cold Brew,http://dummyimage.com/217x215.bmp/cc0000/ffffff,http://washington.edu/at/turpis/a/pede/posuere.png
Starbucks,2630 Yonge Street,Toronto,ON,4,(214) 6401097,1.74,0,0,1,1,1,Peppermint Mocha,http://dummyimage.com/183x218.jpg/ff4444/ffffff,http://salon.com/amet/lobortis/sapien/sapien/non/mi/integer.js
Marvel Coffee Company,6 Donlands Avenue,Toronto,ON,4,(801) 3918010,2.05,0,0,1,0,0,Chai Tea Latte,http://dummyimage.com/122x203.bmp/ff4444/ffffff,http://oracle.com/amet/eleifend/pede/libero/quis/orci.xml
Second Cup,794 Mount Pleasant Road,Toronto,ON,3,(716) 5618439,4.6,1,1,1,1,1,Peppermint Mocha,http://dummyimage.com/235x162.png/dddddd/000000,https://chicagotribune.com/amet/lobortis/sapien.png
Cool Beans Cafe,103 W Liberty St,Medina,OH,4,(992) 1557756,4.83,1,0,1,0,1,Peppermint Mocha,http://dummyimage.com/108x167.bmp/ff4444/ffffff,https://mapy.cz/sed/augue/aliquam.xml
Frankly Good Coffee,240 S Water St,Henderson,NV,3.5,(413) 2835688,3.83,0,0,0,1,1,Vanilla Cappuccino,http://dummyimage.com/205x222.bmp/dddddd/000000,http://patch.com/arcu/sed/augue/aliquam/erat/volutpat/in.json
Caffe Costadoro,"505 7 Hwy,",Richmond Hill,ON,2.5,(602) 7254078,2.06,1,0,0,0,1,Vanilla Cappuccino,http://dummyimage.com/223x158.png/5fa2dd/ffffff,http://dailymotion.com/morbi/vestibulum.png
Chachago,"505 Highway 7 E, Unit 1",Markham,ON,3.5,(335) 5166169,3.32,1,0,1,1,0,Vanilla Cappuccino,http://dummyimage.com/139x158.jpg/dddddd/000000,https://t.co/justo/sollicitudin/ut/suscipit/a/feugiat/et.aspx
Starbucks,3252 Yonge Street,Toronto,ON,2.5,(707) 7394598,1.28,1,0,1,0,1,Chai Tea Latte,http://dummyimage.com/174x151.png/dddddd/000000,https://blinklist.com/sit/amet.json
Dunkin Donuts,411 Smithfield St,Pittsburgh,PA,4.5,(527) 3386634,4.33,1,1,0,0,0,Vanilla Cappuccino,http://dummyimage.com/193x195.png/5fa2dd/ffffff,https://seesaa.net/nulla/tempus/vivamus.xml
Cast Iron Waffles,9604 Longstone Ln,Charlotte,NC,4,(501) 3902530,1.35,0,1,0,1,1,Vanilla Cappuccino,http://dummyimage.com/172x196.jpg/5fa2dd/ffffff,http://smh.com.au/in/sagittis/dui/vel.jpg
Tim Hortons,1257 Rue Peel,Montreal,QC,2.5,(949) 1436397,3.96,0,0,1,1,1,Vanilla Cappuccino,http://dummyimage.com/158x109.png/cc0000/ffffff,http://sohu.com/metus/vitae/ipsum/aliquam/non.js
Royal Coffee Bar,"2502 E Camelback Rd, Ste 193",Phoenix,AZ,4.5,(445) 4238053,4.42,1,1,1,0,1,Nitro Cold Brew,http://dummyimage.com/218x208.jpg/5fa2dd/ffffff,http://paypal.com/ipsum/praesent/blandit/lacinia.jpg
Dunkin Donuts,402 S Century Blvd,Rantoul,IL,4.5,(733) 6733981,1.04,0,0,1,1,1,Vanilla Cappuccino,http://dummyimage.com/184x178.jpg/ff4444/ffffff,https://columbia.edu/ut/dolor/morbi/vel/lectus/in/quam.json
Subway,19 Inglis Street,Inverness,HLD,3.5,(606) 8407879,4.31,1,1,0,0,1,Chai Tea Latte,http://dummyimage.com/238x211.jpg/ff4444/ffffff,https://epa.gov/eget/vulputate.xml
Dunkin Donuts,"2131 E Camelback Rd, Ste 100",Phoenix,AZ,4,(558) 8770859,4.41,1,1,0,1,0,Vanilla Cappuccino,http://dummyimage.com/200x211.bmp/dddddd/000000,http://guardian.co.uk/sollicitudin.xml
Coco Donuts,"7965 S Rainbow Blvd, Ste 150",Las Vegas,NV,4,(381) 7198058,4.03,1,1,1,0,1,Peppermint Mocha,http://dummyimage.com/156x242.jpg/cc0000/ffffff,https://google.pl/non/mauris.jpg
Dunkin Donuts,"2051 W Chandler Blvd, Ste 10",Chandler,AZ,3,(419) 5186029,2.85,0,1,0,0,0,Peppermint Mocha,http://dummyimage.com/100x200.png/cc0000/ffffff,https://blogtalkradio.com/ac/nibh/fusce/lacus/purus.html
Dunkin Donuts,2021 S Alma School Rd,Chandler,AZ,2.5,(474) 3564576,3.78,0,1,0,1,0,Chai Tea Latte,http://dummyimage.com/207x227.jpg/cc0000/ffffff,https://seesaa.net/suscipit/nulla/elit.jsp
Dunkin Donuts,3739 E Bell Rd,Phoenix,AZ,1.5,(462) 2032026,4.2,1,0,0,1,1,Nitro Cold Brew,http://dummyimage.com/132x235.jpg/cc0000/ffffff,https://wikispaces.com/aenean/fermentum/donec/ut.html
Nervous Dog Coffee Bar and Roaster,26300 Cedar Rd,Beachwood,OH,4.5,(267) 3733768,3.53,0,1,1,0,0,Vanilla Cappuccino,http://dummyimage.com/235x162.bmp/ff4444/ffffff,http://comcast.net/molestie/hendrerit/at.jsp
Dunkin Donuts,14009 Pearl Rd,Strongsville,OH,3.5,(838) 1926452,3.98,1,0,1,1,0,Chai Tea Latte,http://dummyimage.com/245x206.jpg/ff4444/ffffff,http://privacy.gov.au/in/consequat/ut/nulla/sed.html
Phoenix Coffee Company,1854 Coventry Rd,Cleveland Heights,OH,4,(767) 8625096,2.26,1,1,0,1,0,Chai Tea Latte,http://dummyimage.com/230x126.png/cc0000/ffffff,http://bloglovin.com/amet/nulla/quisque.js
Dunkin Donuts,"1335 W. University Dr, Suite 11",Tempe,AZ,3,(159) 9596693,2.04,1,0,1,1,1,Vanilla Cappuccino,http://dummyimage.com/125x227.jpg/dddddd/000000,https://photobucket.com/curabitur/gravida/nisi/at/nibh/in/hac.aspx
Tim Hortons,"Toronto Pearson Airport, Gate F66, Terminal 1",Mississauga,ON,2.5,(201) 9646818,1.66,0,0,1,1,1,Nitro Cold Brew,http://dummyimage.com/113x118.jpg/5fa2dd/ffffff,https://usatoday.com/vel/accumsan/tellus/nisi.js
TK Cafe,525 N Tryon St,Charlotte,NC,4,(581) 2991750,3.57,0,1,1,1,0,Vanilla Cappuccino,http://dummyimage.com/165x211.jpg/dddddd/000000,http://scribd.com/fusce/consequat/nulla/nisl/nunc/nisl.html
Infuse Cafe,354 Yonge St,Toronto,ON,4.5,(126) 7815413,1.88,1,1,1,1,0,Nitro Cold Brew,http://dummyimage.com/110x161.bmp/5fa2dd/ffffff,https://usda.gov/integer/tincidunt/ante/vel.jsp
Summit Coffee,128 S Main St,Davidson,NC,4.5,(727) 4764885,4.23,1,1,1,1,0,Vanilla Cappuccino,http://dummyimage.com/142x170.png/5fa2dd/ffffff,https://berkeley.edu/accumsan/tortor/quis/turpis/sed/ante/vivamus.jsp
The Purple Pig cafe,12 Leven Street,Edinburgh,EDH,3,(512) 7204088,2.71,1,0,1,0,1,Chai Tea Latte,http://dummyimage.com/190x166.jpg/5fa2dd/ffffff,http://yellowbook.com/sit/amet/justo/morbi.xml
Perc Up Coffee Cafe,2325 N 7th St,Phoenix,AZ,4,(808) 3562606,1.06,0,0,1,1,0,Chai Tea Latte,http://dummyimage.com/127x160.bmp/ff4444/ffffff,https://ted.com/mattis.json
Phoenix Coffee Bar,"3000 Bridge Ave, Ste A",Cleveland,OH,4.5,(128) 1799842,2.46,0,0,0,0,1,Peppermint Mocha,http://dummyimage.com/101x168.jpg/dddddd/000000,https://ning.com/purus/phasellus/in/felis/donec/semper.aspx